name,country,category,price,n_ratings,brand_base_urls
Bristol Classic 1996 Trinidad,UK,Aged,NA,15,https://www.rumratings.com/brands/171-bristol-classic-1996-trinidad
Costa Rica Rum Company S.A. Ron Jaguar Edicion Cordillera Cask Strength,Costa Rica,Aged,NA,15,https://www.rumratings.com/brands/5742-costa-rica-rum-company-s-a-ron-jaguar-edicion-cordillera-cask-strength
Villa Rica 23-Year,Mexico,Aged,NA,15,https://www.rumratings.com/brands/1720-villa-rica-23-year
Facundo  Exquisito,Puerto Rico,Aged,NA,15,https://www.rumratings.com/brands/1227-facundo-exquisito
Hamilton Guyana 151,Caribbean,Overproof,NA,15,https://www.rumratings.com/brands/1823-hamilton-guyana-151
Lemon Hart Premium,Guyana,Gold,NA,15,https://www.rumratings.com/brands/296-lemon-hart-premium
Vizcaya Cristal,Dominican Republic,Light,30.58,15,https://www.rumratings.com/brands/1002-vizcaya-cristal
Pirate's Grog No. 13,Honduras,Aged,NA,15,https://www.rumratings.com/brands/3641-pirate-s-grog-no-13
Seven Fathoms Premium,Cayman Islands,Gold,NA,15,https://www.rumratings.com/brands/888-seven-fathoms-premium
Ron Panama Ron 1914 Edicion Gatun,Panama,Aged,NA,15,https://www.rumratings.com/brands/5740-ron-panama-ron-1914-edicion-gatun
El Dorado Superior White,Guyana,Light,13.95,15,https://www.rumratings.com/brands/381-el-dorado-superior-white
Plantation Panama 2004,Caribbean,Aged,38.39,15,https://www.rumratings.com/brands/3760-plantation-panama-2004
Rum Company Aficionado,Germany,Aged,NA,15,https://www.rumratings.com/brands/1448-rum-company-aficionado
Compagnie des Indes Caraibes,Caribbean,Gold,NA,15,https://www.rumratings.com/brands/2093-compagnie-des-indes-caraibes
Old J TIki Fire Spiced,UK,Overproof,NA,15,https://www.rumratings.com/brands/2310-old-j-tiki-fire-spiced
Juan Santos 9-Year,Colombia,Aged,NA,15,https://www.rumratings.com/brands/1540-juan-santos-9-year
La Favorite Blanc Coeur de Canne Rhum,Martinique,Rhum Agricole,NA,15,https://www.rumratings.com/brands/487-la-favorite-blanc-coeur-de-canne-rhum
Habitation Velier Hampden HLCF,Italy,Aged,NA,15,https://www.rumratings.com/brands/4200-habitation-velier-hampden-hlcf
Travellers 1 Barrel,Belize,Gold,NA,14,https://www.rumratings.com/brands/979-travellers-1-barrel
Plantation Nicaragua 2001,Caribbean,Aged,NA,14,https://www.rumratings.com/brands/1746-plantation-nicaragua-2001
Dillon Blanc 50% Rhum,Martinique,Rhum Agricole,NA,14,https://www.rumratings.com/brands/308-dillon-blanc-50-rhum
Captain Morgan Coconut,Puerto Rico,Flavored,NA,14,https://www.rumratings.com/brands/2145-captain-morgan-coconut
Arehucas Golden,Spain,Gold,NA,14,https://www.rumratings.com/brands/52-arehucas-golden
Mezan Jamaica 2000,Caribbean,Aged,47.48,14,https://www.rumratings.com/brands/1705-mezan-jamaica-2000
Captain Morgan Lime Bite,Puerto Rico,Flavored,NA,14,https://www.rumratings.com/brands/1037-captain-morgan-lime-bite
Saint James Blanc 50,Martinique,Light,NA,14,https://www.rumratings.com/brands/906-saint-james-blanc-50
The Real McCoy Limited Edition12-Year,Barbados,Aged,NA,14,https://www.rumratings.com/brands/3987-the-real-mccoy-limited-edition12-year
Dillon Tres Vieux,Martinique,Gold,NA,14,https://www.rumratings.com/brands/311-dillon-tres-vieux
Ironworks Bluenose Black,Canada,Dark,NA,14,https://www.rumratings.com/brands/2075-ironworks-bluenose-black
Plantation St. Lucia 2005,Caribbean,Aged,NA,14,https://www.rumratings.com/brands/4242-plantation-st-lucia-2005
Ron Relicario Dominicano Supremo,Dominican Republic,Gold,NA,14,https://www.rumratings.com/brands/4122-ron-relicario-dominicano-supremo
Ron Contrabando Anejo 5-Year,Dominican Republic,Gold,13.86,14,https://www.rumratings.com/brands/2237-ron-contrabando-anejo-5-year
Companero Panama,Caribbean,Aged,NA,14,https://www.rumratings.com/brands/5770-companero-panama
Opthimus 15-Year Port Finish,Dominican Republic,Aged,74.03,14,https://www.rumratings.com/brands/1323-opthimus-15-year-port-finish
Whaler's Original Dark,USA,Dark,28.72,14,https://www.rumratings.com/brands/1014-whaler-s-original-dark
A. H. Riise XO Royal Reserve,Denmark,Aged,74.25,14,https://www.rumratings.com/brands/2023-a-h-riise-xo-royal-reserve
Ron Cartavio 1929,Peru,Aged,6.54,14,https://www.rumratings.com/brands/771-ron-cartavio-1929
Negrita Spice,Martinique,Spiced,NA,14,https://www.rumratings.com/brands/578-negrita-spice
Appleton Estate Master Blender's Legacy,Jamaica,Aged,NA,14,https://www.rumratings.com/brands/43-appleton-estate-master-blender-s-legacy
A. H. Riise Centennial Celebration,Denmark,Aged,NA,14,https://www.rumratings.com/brands/3904-a-h-riise-centennial-celebration
Taylor’s Velvet Falernum,Barbados,Flavored,NA,14,https://www.rumratings.com/brands/951-taylor-s-velvet-falernum
Bacardi Gran Reserva Limitada,Puerto Rico,Aged,NA,14,https://www.rumratings.com/brands/3715-bacardi-gran-reserva-limitada
Ron Roble Viejo Ultra Anejo,Venezuela,Aged,NA,14,https://www.rumratings.com/brands/3922-ron-roble-viejo-ultra-anejo
Monkey Spiced,Caribbean,Spiced,NA,14,https://www.rumratings.com/brands/1656-monkey-spiced
Montecristo 12-Year,Guatemala,Aged,NA,14,https://www.rumratings.com/brands/558-montecristo-12-year
Tommy Bahama Golden Sun,Barbados,Gold,NA,14,https://www.rumratings.com/brands/958-tommy-bahama-golden-sun
Compagnie des Indes Latino 5-Year,Caribbean,Gold,NA,13,https://www.rumratings.com/brands/2092-compagnie-des-indes-latino-5-year
Sammys Beach Bar Light,USA,Light,NA,13,https://www.rumratings.com/brands/2250-sammys-beach-bar-light
Plantation St Lucia 2004,Caribbean,Aged,NA,13,https://www.rumratings.com/brands/3775-plantation-st-lucia-2004
Saint James Reserve,Martinique,Aged,24.79,13,https://www.rumratings.com/brands/1898-saint-james-reserve
Caroni Trinidad 17-Year,Trinidad,Aged,NA,13,https://www.rumratings.com/brands/4064-caroni-trinidad-17-year
Old New Orleans Amber,USA,Gold,NA,13,https://www.rumratings.com/brands/607-old-new-orleans-amber
Mezan Guyana 2005,Caribbean,Aged,58.64,13,https://www.rumratings.com/brands/3661-mezan-guyana-2005
Sugar Island spiced,USA,Spiced,NA,13,https://www.rumratings.com/brands/1248-sugar-island-spiced
Habitation Velier Foursquare 2013,Italy,Aged,NA,13,https://www.rumratings.com/brands/4176-habitation-velier-foursquare-2013
Havana Club Pacto Navio,Cuba,Aged,NA,13,https://www.rumratings.com/brands/4134-havana-club-pacto-navio
Plantation Panama 2000,Caribbean,Aged,NA,13,https://www.rumratings.com/brands/649-plantation-panama-2000
El Dorado Golden Cream,Guyana,Flavored,NA,13,https://www.rumratings.com/brands/1794-el-dorado-golden-cream
Plantation Original Dark Overproof,Caribbean,Overproof,27.2,13,https://www.rumratings.com/brands/2385-plantation-original-dark-overproof
Plantation Guadeloupe 1998 Single Cask,Caribbean,Aged,NA,13,https://www.rumratings.com/brands/644-plantation-guadeloupe-1998-single-cask
Karukera Reserve Especiale,Guadeloupe,Aged,51.68,13,https://www.rumratings.com/brands/1354-karukera-reserve-especiale
Old Monk 7-Year,India,Aged,35.66,13,https://www.rumratings.com/brands/1810-old-monk-7-year
Angostura Single Barrel Reserve,Trinidad,Aged,NA,13,https://www.rumratings.com/brands/28-angostura-single-barrel-reserve
Cayman Reef 5-Year,Caribbean,Gold,NA,13,https://www.rumratings.com/brands/2194-cayman-reef-5-year
Pyrat Pistol,Anguilla,Gold,NA,13,https://www.rumratings.com/brands/670-pyrat-pistol
Dillon Blanc 55 Rhum,Martinique,Rhum Agricole,NA,13,https://www.rumratings.com/brands/1230-dillon-blanc-55-rhum
Seven Tiki Aged,Fiji,Aged,NA,13,https://www.rumratings.com/brands/889-seven-tiki-aged
Ron Varadero Añejo 15-Year,Cuba,Aged,60.45,13,https://www.rumratings.com/brands/838-ron-varadero-anejo-15-year
Caraibe Peter,Denmark,Aged,NA,13,https://www.rumratings.com/brands/1363-caraibe-peter
Cruzan Banana,US Virgin Islands,Flavored,NA,13,https://www.rumratings.com/brands/246-cruzan-banana
Damoiseau VSOP,Guadeloupe,Aged,55.9,13,https://www.rumratings.com/brands/1824-damoiseau-vsop
Cihuatan Reserva Especial 8-Year,El Salvador,Aged,NA,13,https://www.rumratings.com/brands/3926-cihuatan-reserva-especial-8-year
Ron Baoruco 21-Year,Dominican Republic,Aged,51.81,13,https://www.rumratings.com/brands/2160-ron-baoruco-21-year
Barcelo Imperial onyx,Dominican Republic,Aged,NA,13,https://www.rumratings.com/brands/4185-barcelo-imperial-onyx
Bundaberg Small Batch,Australia,Aged,NA,12,https://www.rumratings.com/brands/1749-bundaberg-small-batch
Costa Rica Rum Company S.A. Ron Jaguar Edicion Turrialba - Cordillera Ron Extra Añejo,Costa Rica,Aged,NA,12,https://www.rumratings.com/brands/5773-costa-rica-rum-company-s-a-ron-jaguar-edicion-turrialba-cordillera-ron-extra-anejo
Compagnie des Indes Jamaica Navy Strength 5-Year,Caribbean,Gold,NA,12,https://www.rumratings.com/brands/2102-compagnie-des-indes-jamaica-navy-strength-5-year
Coruba Dark,Jamaica,Dark,40.44,12,https://www.rumratings.com/brands/2196-coruba-dark
Pumpkin Face 23,Dominican Republic,Aged,NA,12,https://www.rumratings.com/brands/1981-pumpkin-face-23
New Grove Old Tradition 5-Year,Mauritius,Gold,27.13,12,https://www.rumratings.com/brands/590-new-grove-old-tradition-5-year
Sammys Beach Bar Red Head,USA,Light,NA,12,https://www.rumratings.com/brands/868-sammys-beach-bar-red-head
La Compagnie Bathysphere Spytail Black Ginger,France,Spiced,NA,12,https://www.rumratings.com/brands/4187-la-compagnie-bathysphere-spytail-black-ginger
Plantation 20th anniversary XO Extra Old,Caribbean,Aged,NA,12,https://www.rumratings.com/brands/5636-plantation-20th-anniversary-xo-extra-old
Tanduay Dark,Philippines,Aged,NA,12,https://www.rumratings.com/brands/941-tanduay-dark
Plantation Nicaragua 2003,Caribbean,Aged,NA,12,https://www.rumratings.com/brands/3530-plantation-nicaragua-2003
Diplomatico Distillery Collection No2 Barbet Rum,Venezuela,Aged,NA,12,https://www.rumratings.com/brands/5631-diplomatico-distillery-collection-no2-barbet-rum
Selvarey Cacao,Panama,Flavored,NA,12,https://www.rumratings.com/brands/1417-selvarey-cacao
Pusser's Nelson's Blood Yachting Decanter,British Virgin Isles,Aged,107.7,12,https://www.rumratings.com/brands/2124-pusser-s-nelson-s-blood-yachting-decanter
Brinley Gold Vanilla,St. Kitts,Flavored,NA,12,https://www.rumratings.com/brands/141-brinley-gold-vanilla
Opthimus XO,Dominican Republic,Aged,NA,12,https://www.rumratings.com/brands/4015-opthimus-xo
Clement Canne Bleue,Martinique,Aged,NA,12,https://www.rumratings.com/brands/2297-clement-canne-bleue
896 5-Year,Barbados,Gold,NA,12,https://www.rumratings.com/brands/3437-896-5-year
Santa Teresa Araku Coffee,Venezuela,Flavored,32.28,12,https://www.rumratings.com/brands/1427-santa-teresa-araku-coffee
Malecon 8-Year,Panama,Aged,20.33,12,https://www.rumratings.com/brands/1479-malecon-8-year
Koloa Spice,USA,Spiced,NA,12,https://www.rumratings.com/brands/480-koloa-spice
Stroh 60,Austria,Flavored,NA,12,https://www.rumratings.com/brands/921-stroh-60
Tall Tale Spirits Noxx & Dunn 2-4-5,USA,Aged,NA,12,https://www.rumratings.com/brands/5288-tall-tale-spirits-noxx-dunn-2-4-5
Arehucas 12-Year,Spain,Aged,23.15,12,https://www.rumratings.com/brands/1382-arehucas-12-year
896 8-Year,Barbados,Aged,NA,12,https://www.rumratings.com/brands/3438-896-8-year
Rhum JM Cuvee 1845,Martinique,Aged,NA,12,https://www.rumratings.com/brands/1579-rhum-jm-cuvee-1845
Old Man Guavaberry Republic 5-Year,Saint Martin,Gold,NA,12,https://www.rumratings.com/brands/2257-old-man-guavaberry-republic-5-year
Tiburon Small Batch,Belize,Gold,NA,11,https://www.rumratings.com/brands/1416-tiburon-small-batch
Brugal Carta Dorada,Dominican Republic,Gold,NA,11,https://www.rumratings.com/brands/147-brugal-carta-dorada
1931 84th Anniversary,St. Lucia,Aged,64.96,11,https://www.rumratings.com/brands/3875-1931-84th-anniversary
Montanya Distillers Oro Dark,USA,Gold,NA,11,https://www.rumratings.com/brands/556-montanya-distillers-oro-dark
Plantation Grenada 2004,Caribbean,Aged,NA,11,https://www.rumratings.com/brands/1974-plantation-grenada-2004
Tommy Bahama White Sands,Barbados,Light,NA,11,https://www.rumratings.com/brands/959-tommy-bahama-white-sands
Santiago de Cuba Extra Anejo,Cuba,Aged,346.87,11,https://www.rumratings.com/brands/1130-santiago-de-cuba-extra-anejo
El Dorado Port Mourant 1999,Guyana,Aged,NA,11,https://www.rumratings.com/brands/3752-el-dorado-port-mourant-1999
Monkey Coconut,Caribbean,Flavored,NA,11,https://www.rumratings.com/brands/1657-monkey-coconut
A. H. Riise Cream,Denmark,Flavored,NA,11,https://www.rumratings.com/brands/1314-a-h-riise-cream
The Real McCoy 3-Year,Barbados,Light,NA,11,https://www.rumratings.com/brands/1496-the-real-mccoy-3-year
Barcelo Dorado,Dominican Republic,Gold,NA,11,https://www.rumratings.com/brands/96-barcelo-dorado
Old Distiller 12-Year,Santo Domingo,Aged,48.44,11,https://www.rumratings.com/brands/1359-old-distiller-12-year
Rum Nation Panama Limited Edition 10-Year,Italy,Aged,NA,11,https://www.rumratings.com/brands/3753-rum-nation-panama-limited-edition-10-year
Summum Sauterne Cask Finish,Trinidad,Aged,NA,11,https://www.rumratings.com/brands/3993-summum-sauterne-cask-finish
XM VXO,Guyana,Aged,24.2,11,https://www.rumratings.com/brands/1025-xm-vxo
Ron Ocumare 12-Year,Venezuela,Aged,38.98,11,https://www.rumratings.com/brands/1791-ron-ocumare-12-year
Alleyne Arthur's Special Barbados,Barbados,Gold,NA,11,https://www.rumratings.com/brands/1043-alleyne-arthur-s-special-barbados
Juan Santos 12-Year,Colombia,Aged,NA,11,https://www.rumratings.com/brands/1541-juan-santos-12-year
Saint James Cuvee 1765,Martinique,Aged,52.48,11,https://www.rumratings.com/brands/2308-saint-james-cuvee-1765
Barcelo Blanco,Dominican Republic,Light,15.74,11,https://www.rumratings.com/brands/1288-barcelo-blanco
J. Wray Gold,Jamaica,Gold,NA,11,https://www.rumratings.com/brands/4043-j-wray-gold
Capovilla PMG Blanc Rhum,Guadeloupe,Rhum Agricole,52.9,11,https://www.rumratings.com/brands/1459-capovilla-pmg-blanc-rhum
Dzama Cuvee Noire,Madagascar,Light,NA,11,https://www.rumratings.com/brands/355-dzama-cuvee-noire
Plantation Barbados 12-Year Single Cask Wild Cherry Finish,Caribbean,Aged,NA,11,https://www.rumratings.com/brands/4210-plantation-barbados-12-year-single-cask-wild-cherry-finish
Bayou Satsuma,USA,Flavored,NA,11,https://www.rumratings.com/brands/1979-bayou-satsuma
Ron Barco De Cargas 20-Year,Guatemala,Aged,NA,11,https://www.rumratings.com/brands/1500-ron-barco-de-cargas-20-year
Ron Espero XO,Panama,Aged,47.34,11,https://www.rumratings.com/brands/3978-ron-espero-xo
Hamilton 86 Demerara,Caribbean,Aged,NA,11,https://www.rumratings.com/brands/3953-hamilton-86-demerara
Bacardi Elixir,Puerto Rico,Dark,10.91,11,https://www.rumratings.com/brands/77-bacardi-elixir
Flor de Cana Extra Lite 4,Nicaragua,Light,NA,11,https://www.rumratings.com/brands/407-flor-de-cana-extra-lite-4
Pott 40,Germany,Gold,NA,10,https://www.rumratings.com/brands/1730-pott-40
Habitation Velier Forsyths WP 502 White,Italy,Light,NA,10,https://www.rumratings.com/brands/4205-habitation-velier-forsyths-wp-502-white
Cruzan Black Cherry,US Virgin Islands,Flavored,NA,10,https://www.rumratings.com/brands/1279-cruzan-black-cherry
Tortuga Coconut,British West Indies,Flavored,NA,10,https://www.rumratings.com/brands/962-tortuga-coconut
Ophyum 12-Year,Dominican Republic,Aged,NA,10,https://www.rumratings.com/brands/3796-ophyum-12-year
Twezo Barbados,Caribbean,Gold,NA,10,https://www.rumratings.com/brands/3551-twezo-barbados
Afrohead Original,Trinidad,Gold,NA,10,https://www.rumratings.com/brands/1789-afrohead-original
Saint James Heritage,Martinique,Aged,NA,10,https://www.rumratings.com/brands/1899-saint-james-heritage
Old J Gold,UK,Gold,NA,10,https://www.rumratings.com/brands/2309-old-j-gold
Legendario Ron dorado,Cuba,Gold,NA,10,https://www.rumratings.com/brands/4148-legendario-ron-dorado
Blackbeard Spiced,Puerto Rico,Spiced,NA,10,https://www.rumratings.com/brands/124-blackbeard-spiced
Ron Tabu Premium,Dominican Republic,Aged,NA,10,https://www.rumratings.com/brands/3854-ron-tabu-premium
Longueteau VSOP,Guadeloupe,Aged,NA,10,https://www.rumratings.com/brands/2305-longueteau-vsop
Afrohead XO,Trinidad,Aged,NA,10,https://www.rumratings.com/brands/1790-afrohead-xo
Mocambo 10 Pistol 1821,Mexico,Aged,38.39,10,https://www.rumratings.com/brands/541-mocambo-10-pistol-1821
Ron Aldea Cana Pura,Canary Islands,Light,NA,10,https://www.rumratings.com/brands/2038-ron-aldea-cana-pura
Batiste Blanc Rhum,Guadeloupe,Rhum Agricole,NA,10,https://www.rumratings.com/brands/105-batiste-blanc-rhum
Caroni 21-Year,Trinidad,Aged,NA,10,https://www.rumratings.com/brands/5315-caroni-21-year
Dzama Cuvee Blanche Blanc,Madagascar,Light,38.46,10,https://www.rumratings.com/brands/1889-dzama-cuvee-blanche-blanc
Havana Club Union,Cuba,Aged,411.2,10,https://www.rumratings.com/brands/3679-havana-club-union
Fine Cuban Black Tears,UK,Spiced,NA,10,https://www.rumratings.com/brands/5156-fine-cuban-black-tears
Bartida El Comandante Reserva Exclusiva,Czech Republic,Aged,NA,10,https://www.rumratings.com/brands/5763-bartida-el-comandante-reserva-exclusiva
St. Nicholas Abbey 5-Year,Barbados,Gold,NA,10,https://www.rumratings.com/brands/1836-st-nicholas-abbey-5-year
Rhum JM Vintage 2001,Martinique,Aged,89.72,10,https://www.rumratings.com/brands/718-rhum-jm-vintage-2001
Hansen Blue,Jamaica,Gold,NA,10,https://www.rumratings.com/brands/1366-hansen-blue
Kahlúa Rum and Coffee Liqueur,Mexico,Flavored,NA,10,https://www.rumratings.com/brands/4212-kahlua-rum-and-coffee-liqueur
Plantation Trinidad 1997/2001/2003,Caribbean,Aged,NA,10,https://www.rumratings.com/brands/2167-plantation-trinidad-1997-2001-2003
Barcelo Gran Platinum,Dominican Republic,Light,12.02,10,https://www.rumratings.com/brands/98-barcelo-gran-platinum
Bones  Gold,US Virgin Islands,Gold,NA,10,https://www.rumratings.com/brands/1458-bones-gold
Starr Ultra Superior Light,Mauritius,Light,NA,10,https://www.rumratings.com/brands/916-starr-ultra-superior-light
Belmont Estate Golden Coconut,Saint Kitts and Nevis,Gold,45.95,10,https://www.rumratings.com/brands/2127-belmont-estate-golden-coconut
Key White,Caribbean,Light,NA,10,https://www.rumratings.com/brands/1783-key-white
Rhum JM Vintage 1999,Martinique,Aged,NA,10,https://www.rumratings.com/brands/717-rhum-jm-vintage-1999
Habitation Velier Hampden 2010 LROK HLCF,Italy,Aged,NA,10,https://www.rumratings.com/brands/4201-habitation-velier-hampden-2010-lrok-hlcf
Weiron Premium,Sweden,Aged,NA,10,https://www.rumratings.com/brands/2263-weiron-premium
Brinley Gold Coconut,St. Kitts,Flavored,NA,10,https://www.rumratings.com/brands/137-brinley-gold-coconut
Carta Vieja Golden Cask 18-Year,Panama,Aged,NA,11,https://www.rumratings.com/brands/1818-carta-vieja-golden-cask-18-year
Rum Nation Jamaica Pot Still 8-Year,Italy,Aged,65.47,10,https://www.rumratings.com/brands/1857-rum-nation-jamaica-pot-still-8-year
Denizen Aged White,Trinidad,Light,NA,10,https://www.rumratings.com/brands/1074-denizen-aged-white
Riviere du Mat Vieux Traditionnel XO,Reunion,Aged,50.48,10,https://www.rumratings.com/brands/1947-riviere-du-mat-vieux-traditionnel-xo
Appleton Estate 50-Year,Jamaica,Aged,NA,10,https://www.rumratings.com/brands/1041-appleton-estate-50-year
John Watling's Buena Vista,Bahamas,Aged,NA,10,https://www.rumratings.com/brands/1661-john-watling-s-buena-vista
Rougaroux Full Moon Dark,USA,Dark,NA,9,https://www.rumratings.com/brands/1303-rougaroux-full-moon-dark
Hansen Golden,Jamaica,Gold,NA,9,https://www.rumratings.com/brands/1368-hansen-golden
Cuba libre el dorado 15-Year,Guyana,Aged,NA,9,https://www.rumratings.com/brands/1436-cuba-libre-el-dorado-15-year
Rum Nation Jamaica Pot Still 5-Year,Italy,Gold,NA,9,https://www.rumratings.com/brands/4058-rum-nation-jamaica-pot-still-5-year
Cana Brava 7-Year,Panama,Aged,NA,9,https://www.rumratings.com/brands/2269-cana-brava-7-year
Koloa Coconut,USA,Flavored,NA,9,https://www.rumratings.com/brands/2210-koloa-coconut
Havana Club White,Cuba,Light,NA,9,https://www.rumratings.com/brands/1430-havana-club-white
St. Nicholas Abbey 18-Year,Barbados,Aged,NA,9,https://www.rumratings.com/brands/3806-st-nicholas-abbey-18-year
Blue Chair Bay Key Lime Rum Cream,Barbados,Flavored,NA,9,https://www.rumratings.com/brands/4244-blue-chair-bay-key-lime-rum-cream
Cubaney Selecto 18-Year,Dominican Republic,Aged,51.99,9,https://www.rumratings.com/brands/2251-cubaney-selecto-18-year
Arehucas Ron Miel,Spain,Flavored,NA,9,https://www.rumratings.com/brands/831-arehucas-ron-miel
Dead Man's Fingers Dead Man's Fingers,UK,Spiced,NA,9,https://www.rumratings.com/brands/3907-dead-man-s-fingers-dead-man-s-fingers
Bundaberg RED,Australia,Gold,31.91,9,https://www.rumratings.com/brands/152-bundaberg-red
Punta Cana Black,Dominican Republic,Dark,NA,9,https://www.rumratings.com/brands/1867-punta-cana-black
Ron Aldea Familia 1998,Canary Islands,Aged,NA,9,https://www.rumratings.com/brands/2037-ron-aldea-familia-1998
Lost Spirits Navy Rum 68,USA,Gold,NA,9,https://www.rumratings.com/brands/1405-lost-spirits-navy-rum-68
Plantation Black Cask 2016,Caribbean,Aged,NA,9,https://www.rumratings.com/brands/3742-plantation-black-cask-2016
Ron Barceló SRL Ron Barcelo Imperial,Dominican Republic,Gold,NA,9,https://www.rumratings.com/brands/6031-ron-barcelo-srl-ron-barcelo-imperial
Longueteau VS,Guadeloupe,Aged,NA,9,https://www.rumratings.com/brands/2304-longueteau-vs
Santa Teresa Bicentenario A.J. Vollmer,Venezuela,Aged,NA,9,https://www.rumratings.com/brands/872-santa-teresa-bicentenario-a-j-vollmer
Habitation Velier forsyths wp 2005,Italy,Aged,NA,9,https://www.rumratings.com/brands/4204-habitation-velier-forsyths-wp-2005
Rhum JM 2003,Martinique,Aged,80.76,9,https://www.rumratings.com/brands/3935-rhum-jm-2003
Mezan Trinidad 1999,Caribbean,Aged,NA,9,https://www.rumratings.com/brands/1697-mezan-trinidad-1999
Liberte Whilte,Germany,Light,NA,9,https://www.rumratings.com/brands/1501-liberte-whilte
Three Sheets Barrel Aged,USA,Aged,NA,9,https://www.rumratings.com/brands/1611-three-sheets-barrel-aged
Bacardi Peach Red,Puerto Rico,Flavored,NA,9,https://www.rumratings.com/brands/1100-bacardi-peach-red
Lemon Hart Navy Spiced,Guyana,Spiced,NA,9,https://www.rumratings.com/brands/1292-lemon-hart-navy-spiced
Malibu Mango,Canada,Flavored,NA,9,https://www.rumratings.com/brands/521-malibu-mango
New Grove Oak Aged,Mauritius,Gold,20.7,9,https://www.rumratings.com/brands/589-new-grove-oak-aged
Capovilla PMG Liberation 2010,Guadeloupe,Aged,NA,9,https://www.rumratings.com/brands/1473-capovilla-pmg-liberation-2010
Takamaka Bay Spiced,Seychelles,Spiced,NA,9,https://www.rumratings.com/brands/4009-takamaka-bay-spiced
HSE Blanc Cuvée de l'an 2007,Martinique,Light,NA,9,https://www.rumratings.com/brands/1116-hse-blanc-cuvee-de-l-an-2007
Revelation Smooth Ambler,USA,Gold,NA,9,https://www.rumratings.com/brands/2259-revelation-smooth-ambler
Ron Ocumare Añejo Especial,Venezuela,Light,20.5,9,https://www.rumratings.com/brands/817-ron-ocumare-anejo-especial
Isautier Arrange Banane Flambie,Reunion,Flavored,NA,9,https://www.rumratings.com/brands/3510-isautier-arrange-banane-flambie
Rhum Rhum Liberation 2012,Guadeloupe,Aged,91.81,9,https://www.rumratings.com/brands/1842-rhum-rhum-liberation-2012
Emperor Rum Distribution Ltd Emperor Rum -Sherry Finish,Mauritius,n/a,NA,9,https://www.rumratings.com/brands/4995-emperor-rum-distribution-ltd-emperor-rum-sherry-finish
Conde de Cuba Elixir del Caribe,Cuba,Aged,18.99,9,https://www.rumratings.com/brands/1294-conde-de-cuba-elixir-del-caribe
El Dorado Spiced,Guyana,Spiced,17.36,9,https://www.rumratings.com/brands/378-el-dorado-spiced
Brinley Gold Mango,St. Kitts,Flavored,32.74,9,https://www.rumratings.com/brands/140-brinley-gold-mango
Rhum JM Calvados Cask Finish,Martinique,Aged,NA,9,https://www.rumratings.com/brands/4092-rhum-jm-calvados-cask-finish
Don Q Signature release single barrel 2007,Puerto Rico,Aged,NA,9,https://www.rumratings.com/brands/5014-don-q-signature-release-single-barrel-2007
Barbancourt Traditional White,Haiti,Light,NA,8,https://www.rumratings.com/brands/94-barbancourt-traditional-white
Legendario Gran Reserva 15 Years,Cuba,Aged,NA,8,https://www.rumratings.com/brands/1085-legendario-gran-reserva-15-years
Trois Rivieres Cuvée du Moulin,Martinique,Aged,NA,8,https://www.rumratings.com/brands/3851-trois-rivieres-cuvee-du-moulin
Rhum JM Cuvee du Fondateur,Martinique,Aged,175.17,8,https://www.rumratings.com/brands/710-rhum-jm-cuvee-du-fondateur
Cargo Cult Spiced,Australia,Spiced,NA,8,https://www.rumratings.com/brands/1967-cargo-cult-spiced
Arcane Cane Crush,Mauritius,Light,25.68,8,https://www.rumratings.com/brands/2273-arcane-cane-crush
Takamaka Bay St Andre 8-Year,Seychelles,Aged,19.32,8,https://www.rumratings.com/brands/937-takamaka-bay-st-andre-8-year
Tres Hombres Captain's Choice 2014,Caribbean,Gold,NA,8,https://www.rumratings.com/brands/1528-tres-hombres-captain-s-choice-2014
Sunset Very Strong,St. Vincent,Overproof,NA,8,https://www.rumratings.com/brands/928-sunset-very-strong
Motu Gold,USA,Gold,NA,8,https://www.rumratings.com/brands/2126-motu-gold
Coruba 18-Year,Jamaica,Aged,79.27,8,https://www.rumratings.com/brands/1236-coruba-18-year
Arehucas Honey,Spain,Aged,12.82,8,https://www.rumratings.com/brands/53-arehucas-honey
Chamarel V.O.,Mauritius,Aged,NA,8,https://www.rumratings.com/brands/1077-chamarel-v-o
Pampero Ron Pampero Anjeo Especial,Venezuela,n/a,NA,8,https://www.rumratings.com/brands/5591-pampero-ron-pampero-anjeo-especial
Novo Fogo Silver,Brazil,Light,NA,8,https://www.rumratings.com/brands/1166-novo-fogo-silver
Compagnie des Indes Guadeloupe 1998 16-Year,Caribbean,Aged,NA,8,https://www.rumratings.com/brands/2100-compagnie-des-indes-guadeloupe-1998-16-year
Ron Del Barrilito 2 Star,Puerto Rico,Gold,34.43,8,https://www.rumratings.com/brands/1256-ron-del-barrilito-2-star
Cubaney Elixir de Miel 8-Year,Dominican Republic,Aged,NA,8,https://www.rumratings.com/brands/3427-cubaney-elixir-de-miel-8-year
Cubaney Solera Reserve 8-Year,Dominican Republic,Aged,NA,8,https://www.rumratings.com/brands/2274-cubaney-solera-reserve-8-year
Old Monk The Legend,India,Aged,66.11,8,https://www.rumratings.com/brands/2039-old-monk-the-legend
Turquoise bay Turquoise bay,Mauritius,Dark,NA,8,https://www.rumratings.com/brands/6009-turquoise-bay-turquoise-bay
