name,country,category,price,n_ratings,brand_base_urls
Copper Bottom Craft Distillery Copper Bottom Gold Rum,United States,Gold,NA,1,https://www.rumratings.com/brands/5813-copper-bottom-craft-distillery-copper-bottom-gold-rum
Ricardo 151,Bahamas,Overproof,NA,1,https://www.rumratings.com/brands/720-ricardo-151
Hardy Blanc,Martinique,Light,NA,1,https://www.rumratings.com/brands/2187-hardy-blanc
FlipFlop Silver,USA,Light,NA,1,https://www.rumratings.com/brands/1855-flipflop-silver
1000 Hills Gold,Rwanda,Light,NA,1,https://www.rumratings.com/brands/5285-1000-hills-gold
Prichard's Key Lime,USA,Flavored,NA,1,https://www.rumratings.com/brands/663-prichard-s-key-lime
UF30E Albion 1986,Guyana,Aged,NA,1,https://www.rumratings.com/brands/6081-uf30e-albion-1986
The Secret Treasures Old Trinidad 1991,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/1493-the-secret-treasures-old-trinidad-1991
E.S.A. Field White,Barbados,Light,21.87,1,https://www.rumratings.com/brands/5085-e-s-a-field-white
Santero Añejo Reserva,Cuba,Aged,NA,1,https://www.rumratings.com/brands/5116-santero-anejo-reserva
Ron Santa Cruz Plata,Canary Islands,Light,16.69,1,https://www.rumratings.com/brands/2387-ron-santa-cruz-plata
Imortal Spirits State of Jefferson Rum,United States,Gold,NA,1,https://www.rumratings.com/brands/5929-imortal-spirits-state-of-jefferson-rum
Berry Bros. & Rudd 14 years old Guyana,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/5905-berry-bros-rudd-14-years-old-guyana
Weber Haus Silver Cachaca Cachaca,Brasil,Cachaca,NA,1,https://www.rumratings.com/brands/5339-weber-haus-silver-cachaca-cachaca
Number Nine Spirituosenmanufaktur GmbH Alfred's Trail Edition 8.6 Cask Strength Belize Travellers Disitllery,Germany,Aged,NA,1,https://www.rumratings.com/brands/5342-number-nine-spirituosenmanufaktur-gmbh-alfred-s-trail-edition-8-6-cask-strength-belize-travellers-disitllery
Glenora Distillers Limited Smugglers Cove Dark Rum,Canada,Dark,NA,1,https://www.rumratings.com/brands/6219-glenora-distillers-limited-smugglers-cove-dark-rum
Grand Fond Galion Grand Fond Galion,Martinique,Light,NA,1,https://www.rumratings.com/brands/3982-grand-fond-galion-grand-fond-galion
Theobald & Oppenheimer Faber White Rum,United States,Light,NA,1,https://www.rumratings.com/brands/6147-theobald-oppenheimer-faber-white-rum
Rum Nation Reunion Savanna 2006,Italy,Aged,NA,1,https://www.rumratings.com/brands/5197-rum-nation-reunion-savanna-2006
Papagayo Anejo,USA,Aged,NA,1,https://www.rumratings.com/brands/3903-papagayo-anejo
Mahiki White,Barbados,Light,NA,1,https://www.rumratings.com/brands/518-mahiki-white
Juan Santos 7-Year,Colombia,Gold,NA,1,https://www.rumratings.com/brands/1539-juan-santos-7-year
Kill Devil (Hunter Laing) Guyana 1998 18-Year,Scotland,Aged,NA,1,https://www.rumratings.com/brands/3802-kill-devil-hunter-laing-guyana-1998-18-year
Rum Nation Jamaica Hampden 1998,Italy,Aged,NA,1,https://www.rumratings.com/brands/5199-rum-nation-jamaica-hampden-1998
Pott Sweet and Spicy,Germany,Spiced,NA,1,https://www.rumratings.com/brands/1731-pott-sweet-and-spicy
Samaroli 1998 Barbados,Scotland,Aged,NA,1,https://www.rumratings.com/brands/5369-samaroli-1998-barbados
Beija-Flor Pura Cachaca,Brazil,Cachaca,NA,1,https://www.rumratings.com/brands/1044-beija-flor-pura-cachaca
Lacie Bathysphere Spytail,France,Spiced,NA,1,https://www.rumratings.com/brands/6055-lacie-bathysphere-spytail
New Grove Double Cask Rum Acacia Finish,Mauritius,Aged,NA,1,https://www.rumratings.com/brands/5277-new-grove-double-cask-rum-acacia-finish
Cockspur Pineapple Coconut Splash,Barbados,Flavored,NA,1,https://www.rumratings.com/brands/2342-cockspur-pineapple-coconut-splash
Hurricane Nantucket Gold,USA,Gold,NA,1,https://www.rumratings.com/brands/3822-hurricane-nantucket-gold
Code Cinnamon,USA,Flavored,NA,1,https://www.rumratings.com/brands/3778-code-cinnamon
Old Man Guavaberry Old Oranjestad,Saint Martin,Flavored,NA,1,https://www.rumratings.com/brands/5389-old-man-guavaberry-old-oranjestad
Manitou Passage Light,USA,Light,NA,1,https://www.rumratings.com/brands/1191-manitou-passage-light
Beija-Flor Velha Cachaca,Brazil,Cachaca,NA,1,https://www.rumratings.com/brands/1046-beija-flor-velha-cachaca
RL Seale RL Seale,Barbados,Aged,NA,1,https://www.rumratings.com/brands/6027-rl-seale-rl-seale
Kill Devil (Hunter Laing) Darsa 9y old 2007 Guatemalan rum,Scotland,Aged,NA,1,https://www.rumratings.com/brands/5935-kill-devil-hunter-laing-darsa-9y-old-2007-guatemalan-rum
Porfidio Triple Distilled Plata Rum,Mexico,Aged,NA,1,https://www.rumratings.com/brands/5290-porfidio-triple-distilled-plata-rum
Hook's Black,Caribbean,Dark,NA,1,https://www.rumratings.com/brands/1689-hook-s-black
Cia. Licorera de Nicaragua TCRL Nicaragua 2004,Nicaragua,Aged,NA,1,https://www.rumratings.com/brands/5716-cia-licorera-de-nicaragua-tcrl-nicaragua-2004
Raff Distillerie Barbary Coast Rhum,United States,Rhum Agricole,NA,1,https://www.rumratings.com/brands/6160-raff-distillerie-barbary-coast-rhum
Hedonist spirits sas gun's bell,France,Spiced,NA,1,https://www.rumratings.com/brands/5651-hedonist-spirits-sas-gun-s-bell
Cadenhead's Cuban Green Label 13-Year,UK,Aged,NA,1,https://www.rumratings.com/brands/4067-cadenhead-s-cuban-green-label-13-year
Ron Bermudez Limon,Dominican Republic,Flavored,NA,1,https://www.rumratings.com/brands/749-ron-bermudez-limon
Peirates Local Choice,USA,Gold,NA,1,https://www.rumratings.com/brands/1379-peirates-local-choice
Old Man Spirits Special Cask Rum No. 2 - Belize 9-Year,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/1671-old-man-spirits-special-cask-rum-no-2-belize-9-year
Roatan Rum Company Caribbean Coconut,Honduras,Flavored,NA,1,https://www.rumratings.com/brands/5351-roatan-rum-company-caribbean-coconut
Carta Vieja Claro,Panama,Light,NA,1,https://www.rumratings.com/brands/183-carta-vieja-claro
Picaroon White,USA,Light,NA,1,https://www.rumratings.com/brands/3571-picaroon-white
Yahara Bay Mad Bird,USA,Gold,NA,1,https://www.rumratings.com/brands/1027-yahara-bay-mad-bird
Kill Devil (Hunter Laing) Jamaica 1998 18-Year,Scotland,Aged,NA,1,https://www.rumratings.com/brands/6161-kill-devil-hunter-laing-jamaica-1998-18-year
La Maison du Whisky TCRL Panama 2010,France,Aged,NA,1,https://www.rumratings.com/brands/5788-la-maison-du-whisky-tcrl-panama-2010
Wicked Dolphin Spiced Reserve,USA,Spiced,NA,1,https://www.rumratings.com/brands/5652-wicked-dolphin-spiced-reserve
Inner Circle Green,Australia,Overproof,NA,1,https://www.rumratings.com/brands/452-inner-circle-green
Timber Creek Coffee,USA,Flavored,NA,1,https://www.rumratings.com/brands/3527-timber-creek-coffee
Dillon 1998,Martinique,Aged,NA,1,https://www.rumratings.com/brands/3747-dillon-1998
Bristol Classic Port Morant Demerara Rum 1990 Port Finish,UK,Aged,NA,1,https://www.rumratings.com/brands/6107-bristol-classic-port-morant-demerara-rum-1990-port-finish
Clement Vieux rare Cask Collection - Belgium Ed - 46° - 15Y & 5M,Martinique,Aged,NA,1,https://www.rumratings.com/brands/6086-clement-vieux-rare-cask-collection-belgium-ed-46-15y-5m
Twin Valley Sorrel,United States,Flavored,NA,1,https://www.rumratings.com/brands/6064-twin-valley-sorrel
Cuca Fresca Ouro Cachaca,Brazil,Cachaca,NA,1,https://www.rumratings.com/brands/3644-cuca-fresca-ouro-cachaca
L&R Liquors Old Master,Belize,Flavored,NA,1,https://www.rumratings.com/brands/5895-l-r-liquors-old-master
Fleischmann's Island,USA,Light,NA,1,https://www.rumratings.com/brands/397-fleischmann-s-island
Mount Gay Mauby Rum,Barbados,Aged,NA,1,https://www.rumratings.com/brands/5372-mount-gay-mauby-rum
51 Cachaça Brazil Cachaca,Brazil,Cachaca,NA,1,https://www.rumratings.com/brands/5304-51-cachaca-brazil-cachaca
Murray McDavid Guyana,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/1069-murray-mcdavid-guyana
"The Nectar Of The Daily Drams Guyanan Rum 2003 Diamond 46,8°",Belgium,Aged,NA,1,https://www.rumratings.com/brands/5624-the-nectar-of-the-daily-drams-guyanan-rum-2003-diamond-46-8
Tapanga Rum Topanga Rum,South Africa,Gold,NA,1,https://www.rumratings.com/brands/6200-tapanga-rum-topanga-rum
Hampden Estate 14 years - 40%,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/5817-hampden-estate-14-years-40
New Grove Spiced,Mauritius,Spiced,NA,1,https://www.rumratings.com/brands/4079-new-grove-spiced
Eastside Distilling Below Deck,United States,Spiced,NA,1,https://www.rumratings.com/brands/5758-eastside-distilling-below-deck
San Bartolome de Tejina Ron Aguere Oro,Spain,Gold,NA,1,https://www.rumratings.com/brands/5769-san-bartolome-de-tejina-ron-aguere-oro
Jefferson's 1785 Dark Rum,United Kingdom,Dark,NA,1,https://www.rumratings.com/brands/5826-jefferson-s-1785-dark-rum
Cadenhead's Nicaraguan Green Label 8-Year,UK,Aged,NA,1,https://www.rumratings.com/brands/1933-cadenhead-s-nicaraguan-green-label-8-year
Clement Punch Pina Colada,Martinique,Flavored,NA,1,https://www.rumratings.com/brands/4177-clement-punch-pina-colada
Ron Mulata 19-Year,Cuba,Aged,NA,1,https://www.rumratings.com/brands/4037-ron-mulata-19-year
Liverpool Distillery Liverpool Rum,United Kingdom,Aged,NA,1,https://www.rumratings.com/brands/6047-liverpool-distillery-liverpool-rum
Pabst & Richarz Vertriebs Calypso Jamaica rum Mixed Spirit,Germany,Dark,NA,1,https://www.rumratings.com/brands/4100-pabst-richarz-vertriebs-calypso-jamaica-rum-mixed-spirit
Bambu Bambu,Antigua,Light,NA,1,https://www.rumratings.com/brands/5272-bambu-bambu
Ron Anejo Dos Maderas 5+5,Venezuela,Aged,NA,1,https://www.rumratings.com/brands/5731-ron-anejo-dos-maderas-5-5
Old Lahaina Gold,USA,Gold,NA,1,https://www.rumratings.com/brands/1597-old-lahaina-gold
Damoiseau 1989,Guadeloupe,Aged,106.67,1,https://www.rumratings.com/brands/5083-damoiseau-1989
St. Aubin Reserve Dark,Mauritius,Aged,NA,1,https://www.rumratings.com/brands/1777-st-aubin-reserve-dark
Isla Grande 18y Maison Centenaire,France,Aged,NA,1,https://www.rumratings.com/brands/5867-isla-grande-18y-maison-centenaire
West Indies Rum and Cane Jamaica XO,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5966-west-indies-rum-and-cane-jamaica-xo
"Blackadder Finest Jamaica Hampden 16-Year 56,1%",Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5413-blackadder-finest-jamaica-hampden-16-year-56-1
A. D. Rattray Pampero 18-Year,Trinidad,Aged,NA,1,https://www.rumratings.com/brands/3723-a-d-rattray-pampero-18-year
Renegade Renegade Barbados 2000 (Black Rock),Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5688-renegade-renegade-barbados-2000-black-rock
OFFRIAN RUM OFFRIAN RUM,Panama,Aged,NA,1,https://www.rumratings.com/brands/6209-offrian-rum-offrian-rum
Macoucherie Red,Dominica,Aged,NA,1,https://www.rumratings.com/brands/512-macoucherie-red
West Rock Spiced,USA,Spiced,NA,1,https://www.rumratings.com/brands/3650-west-rock-spiced
DISTILLERIE TESSENDIER Saison rum,France,Aged,NA,1,https://www.rumratings.com/brands/6174-distillerie-tessendier-saison-rum
Berry Bros. & Rudd Nicaragua 12y 2002 edition,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/5840-berry-bros-rudd-nicaragua-12y-2002-edition
Spirit of Glasgow Sugar House White,United Kingdom,Light,NA,1,https://www.rumratings.com/brands/6073-spirit-of-glasgow-sugar-house-white
Rhum JM Shrubb Liqueur d'Orange,Martinique,Flavored,NA,1,https://www.rumratings.com/brands/5399-rhum-jm-shrubb-liqueur-d-orange
J. Bally Vieux Reserve de la Famille Rhum,Martinique,Rhum Agricole,NA,1,https://www.rumratings.com/brands/1207-j-bally-vieux-reserve-de-la-famille-rhum
Bristol Classic Diamond Distillery 12-Year 2003-2015 43°,UK,Aged,NA,1,https://www.rumratings.com/brands/4277-bristol-classic-diamond-distillery-12-year-2003-2015-43
Bristol Classic Guyana 2003,UK,Aged,74.06,1,https://www.rumratings.com/brands/5072-bristol-classic-guyana-2003
Grander Grander,Panama,Aged,NA,1,https://www.rumratings.com/brands/3656-grander-grander
"Rum Nation Guyana - Enmore 1997/2016 - 19-Year - 58,7%",Italy,Aged,NA,1,https://www.rumratings.com/brands/6091-rum-nation-guyana-enmore-1997-2016-19-year-58-7
A. D. Rattray 15-Year,Trinidad,Aged,NA,1,https://www.rumratings.com/brands/1567-a-d-rattray-15-year
Lola Belle Cherry,Caribbean,Flavored,NA,1,https://www.rumratings.com/brands/1841-lola-belle-cherry
House Spirits Limited Edition,USA,Light,NA,1,https://www.rumratings.com/brands/1598-house-spirits-limited-edition
Jean Boyer Bullion,France,Aged,NA,1,https://www.rumratings.com/brands/5581-jean-boyer-bullion
Downslope Distilling Wine Barrel Aged,USA,Flavored,NA,1,https://www.rumratings.com/brands/346-downslope-distilling-wine-barrel-aged
Silver Seal Demerara 12-Year 2003 Guyana Diamond,Italy,Aged,NA,1,https://www.rumratings.com/brands/4095-silver-seal-demerara-12-year-2003-guyana-diamond
The Little Distiller Worthy Park 10-Year,The Netherlands,Aged,NA,1,https://www.rumratings.com/brands/5163-the-little-distiller-worthy-park-10-year
Ron Bermudez Blanco,Dominican Republic,Gold,NA,1,https://www.rumratings.com/brands/746-ron-bermudez-blanco
Plantation Plantation Barbados 12 wild cherry,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5590-plantation-plantation-barbados-12-wild-cherry
Rum Company  Naga Rum,Germany,Aged,NA,1,https://www.rumratings.com/brands/5767-rum-company-naga-rum
Ron Viejo de Caldas 5 años Juan de la Cruz,Colombia,Aged,NA,1,https://www.rumratings.com/brands/5667-ron-viejo-de-caldas-5-anos-juan-de-la-cruz
Silver Seal Jamaica 16 years,Italy,Aged,NA,1,https://www.rumratings.com/brands/5717-silver-seal-jamaica-16-years
Foursquare Foursquare Dominus,Barbados,Aged,NA,1,https://www.rumratings.com/brands/6122-foursquare-foursquare-dominus
The Whisky Agency Barbancourt 2004 12-Year,Germany,Aged,NA,1,https://www.rumratings.com/brands/5302-the-whisky-agency-barbancourt-2004-12-year
St. Lucia Distillers 1931 Second Edition,St. Lucia,Aged,NA,1,https://www.rumratings.com/brands/6034-st-lucia-distillers-1931-second-edition
Silverfleet 1628,Caribbean,Flavored,37.27,1,https://www.rumratings.com/brands/5100-silverfleet-1628
Sebastian's Sebastian's,British Virgin Islands,Spiced,NA,1,https://www.rumratings.com/brands/5738-sebastian-s-sebastian-s
Dupuy Barceló Dubar Imperial,Dominican Republic,Aged,NA,1,https://www.rumratings.com/brands/5785-dupuy-barcelo-dubar-imperial
Cotopaxi 14-Year,Ecuador,Aged,76.18,1,https://www.rumratings.com/brands/5054-cotopaxi-14-year
Isautier Barrik,Reunion,Gold,31.55,1,https://www.rumratings.com/brands/3511-isautier-barrik
Duncan Taylor Hampden 1990 22-Year,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/3602-duncan-taylor-hampden-1990-22-year
Gall en gall Superior White,Netherlands,n/a,NA,1,https://www.rumratings.com/brands/4240-gall-en-gall-superior-white
Ron Cartavio Gran Ambar,Peru,Gold,NA,1,https://www.rumratings.com/brands/770-ron-cartavio-gran-ambar
Port Morant 1975,UK,Aged,NA,1,https://www.rumratings.com/brands/1828-port-morant-1975
Plantation Jamaica 1998 Single Barrel Tokaji Cask Finish,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/3442-plantation-jamaica-1998-single-barrel-tokaji-cask-finish
Kill Devil (Hunter Laing) Fiji 14-Year,Scotland,Aged,NA,1,https://www.rumratings.com/brands/4119-kill-devil-hunter-laing-fiji-14-year
Origin R. Enmore 26-Year,France,Aged,NA,1,https://www.rumratings.com/brands/5192-origin-r-enmore-26-year
Berry Bros. & Rudd 12 year old Jamaica,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/5898-berry-bros-rudd-12-year-old-jamaica
Kinky Nero Pure Pleasure,Trinidad,Light,NA,1,https://www.rumratings.com/brands/475-kinky-nero-pure-pleasure
Isla Ñ Lemon,Argentina,Flavored,NA,1,https://www.rumratings.com/brands/462-isla-n-lemon
Ron Colonial 5,Guatemala,Gold,NA,1,https://www.rumratings.com/brands/789-ron-colonial-5
Hamilton Navy Strength,Caribbean,Overproof,NA,1,https://www.rumratings.com/brands/5834-hamilton-navy-strength
Dictador Best of 1979,Colombia,Aged,NA,1,https://www.rumratings.com/brands/5017-dictador-best-of-1979
The Kimberly Rum Company Newport Spiced,Australia,Spiced,NA,1,https://www.rumratings.com/brands/4252-the-kimberly-rum-company-newport-spiced
Macollo Black 12-Year,Mexico,Aged,8.23,1,https://www.rumratings.com/brands/5045-macollo-black-12-year
Ole Nassau Mango,Bahamas,Flavored,NA,1,https://www.rumratings.com/brands/6062-ole-nassau-mango
Jah45 Gold Rum,United Kingdom,Gold,NA,1,https://www.rumratings.com/brands/6238-jah45-gold-rum
Moon Import Rum Grenada,Italy,Aged,NA,1,https://www.rumratings.com/brands/4326-moon-import-rum-grenada
Kill Devil (Hunter Laing) Guyana 2004 12-Year,Scotland,Aged,NA,1,https://www.rumratings.com/brands/6090-kill-devil-hunter-laing-guyana-2004-12-year
ABC Fine Wine & Spirits ABC Fine Wine & Spirits,United States,Dark,NA,1,https://www.rumratings.com/brands/5757-abc-fine-wine-spirits-abc-fine-wine-spirits
Bielle Marie Galante  Rhum,Guadeloupe,Rhum Agricole,36.88,1,https://www.rumratings.com/brands/4039-bielle-marie-galante-rhum
Adinco Distilleries Dark Elvis,India,Aged,NA,1,https://www.rumratings.com/brands/4314-adinco-distilleries-dark-elvis
Kintra The Traveling Man Of Belize 9Y,Netherlands,Aged,NA,1,https://www.rumratings.com/brands/5616-kintra-the-traveling-man-of-belize-9y
J. Bally 1989 Rhum,Martinique,Rhum Agricole,NA,1,https://www.rumratings.com/brands/1202-j-bally-1989-rhum
Travellers Cristal Lemon,Belize,Flavored,NA,1,https://www.rumratings.com/brands/981-travellers-cristal-lemon
Malibu Cranberry-Cherry,Canada,Flavored,NA,1,https://www.rumratings.com/brands/1220-malibu-cranberry-cherry
Arehucas White,Spain,Light,NA,1,https://www.rumratings.com/brands/55-arehucas-white
TheWhiskyCask & TheRumCask Bellevue 1998-2016 - 18YO - Guadeloupe,Germany,Aged,NA,1,https://www.rumratings.com/brands/5382-thewhiskycask-therumcask-bellevue-1998-2016-18yo-guadeloupe
Bearing Bearing Amber,United States,Aged,NA,1,https://www.rumratings.com/brands/6066-bearing-bearing-amber
"J. Faria & Filhos,Lda Madeira Island Rum 970 Rhum",Portugal,Rhum Agricole,NA,1,https://www.rumratings.com/brands/4215-j-faria-filhos-lda-madeira-island-rum-970-rhum
Kintra San Christobal de Nicaragua 18Y,Netherlands,Aged,NA,1,https://www.rumratings.com/brands/5615-kintra-san-christobal-de-nicaragua-18y
La Favorite selection speciale tous creoles,Martinique,Aged,NA,1,https://www.rumratings.com/brands/5985-la-favorite-selection-speciale-tous-creoles
Savanna lontan grand arome (60 ans LMDW),Reunion,Light,NA,1,https://www.rumratings.com/brands/6077-savanna-lontan-grand-arome-60-ans-lmdw
1816 R. Gorter & Zonen Estaro Rum,Netherlands,Gold,NA,1,https://www.rumratings.com/brands/6289-1816-r-gorter-zonen-estaro-rum
Belfast Red Cap,Dominica,Aged,NA,1,https://www.rumratings.com/brands/111-belfast-red-cap
Chantal Comte Millesime 1977 Rhum,France,Rhum Agricole,NA,1,https://www.rumratings.com/brands/2064-chantal-comte-millesime-1977-rhum
Montebello Vieux 1982 Cuvee Prestige 25,Guadeloupe,Aged,NA,1,https://www.rumratings.com/brands/1127-montebello-vieux-1982-cuvee-prestige-25
Westerhall 7 year old Dark Rum,Grenada,Aged,NA,1,https://www.rumratings.com/brands/5815-westerhall-7-year-old-dark-rum
Sonnberg Boddel 40,Germany,Gold,NA,1,https://www.rumratings.com/brands/903-sonnberg-boddel-40
Guantanamera 10-Year,Dominican Republic,Aged,24.14,1,https://www.rumratings.com/brands/5090-guantanamera-10-year
Rubi Rey Reserve,Puerto Rico,Light,NA,1,https://www.rumratings.com/brands/855-rubi-rey-reserve
Edmundo Dantes 25-Year,Cuba,Aged,NA,1,https://www.rumratings.com/brands/1601-edmundo-dantes-25-year
Cadenhead's Brazilian Green Label 12-Year,UK,Aged,NA,1,https://www.rumratings.com/brands/1925-cadenhead-s-brazilian-green-label-12-year
Old Nick Caribbean Gold,Martinique,Gold,NA,1,https://www.rumratings.com/brands/4273-old-nick-caribbean-gold
Barbancourt Cuvee 150 Ans,Haiti,Aged,NA,1,https://www.rumratings.com/brands/5802-barbancourt-cuvee-150-ans
Pedrengo Batavias Rum Blanco,Italy,Light,NA,1,https://www.rumratings.com/brands/4099-pedrengo-batavias-rum-blanco
Chairman's Reserve White Label,St. Lucia,Light,NA,1,https://www.rumratings.com/brands/5239-chairman-s-reserve-white-label
Silver Seal Panama 12 Rhum,Italy,Rhum Agricole,NA,1,https://www.rumratings.com/brands/5818-silver-seal-panama-12-rhum
Whisky Broker Uitvlugt,UK,Aged,NA,1,https://www.rumratings.com/brands/5274-whisky-broker-uitvlugt
Carta Vieja Anejo 8 Anos,Panama,Gold,NA,1,https://www.rumratings.com/brands/6269-carta-vieja-anejo-8-anos
Samaroli Demerara 1990,Scotland,Aged,310.62,1,https://www.rumratings.com/brands/5066-samaroli-demerara-1990
Bellevue White 59,Guadeloupe,Light,NA,1,https://www.rumratings.com/brands/2348-bellevue-white-59
West Indies Rum and Cane Guatemala XO,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5967-west-indies-rum-and-cane-guatemala-xo
Blackwater Distilling Picaroon,United States,Overproof,NA,1,https://www.rumratings.com/brands/5431-blackwater-distilling-picaroon
San Miguel Gold,Ecuador,Gold,NA,1,https://www.rumratings.com/brands/1694-san-miguel-gold
Marks & Spencer Jamaican 14yo,United Kingdom,Gold,NA,1,https://www.rumratings.com/brands/6159-marks-spencer-jamaican-14yo
Hana Bay Premium Light,USA,Light,NA,1,https://www.rumratings.com/brands/1196-hana-bay-premium-light
Havana Club San Cristobal de la Habana,Cuba,Aged,NA,1,https://www.rumratings.com/brands/5101-havana-club-san-cristobal-de-la-habana
Lyon Light,USA,Light,NA,1,https://www.rumratings.com/brands/1685-lyon-light
Bocador 151,USA,Overproof,NA,1,https://www.rumratings.com/brands/1376-bocador-151
Savanna 8-Year,Reunion,Gold,52.3,1,https://www.rumratings.com/brands/5109-savanna-8-year
Berry Bros. & Rudd Grenada 7 year,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/6048-berry-bros-rudd-grenada-7-year
Samaroli Demerara 1998,Scotland,Aged,NA,1,https://www.rumratings.com/brands/4197-samaroli-demerara-1998
Tiki Lovers Pineapple 45% vol.,Germany,Flavored,NA,1,https://www.rumratings.com/brands/5578-tiki-lovers-pineapple-45-vol
Neisson L'esprit Bio,Martinique,Overproof,NA,1,https://www.rumratings.com/brands/5938-neisson-l-esprit-bio
Baquba Blanco,Netherlands,Light,27.82,1,https://www.rumratings.com/brands/1550-baquba-blanco
Cadenhead's Haitian Green Label 5-Year,UK,Aged,NA,1,https://www.rumratings.com/brands/1928-cadenhead-s-haitian-green-label-5-year
Demerara Distillers Limited (DDL) CSR,Guyana,Light,NA,1,https://www.rumratings.com/brands/6026-demerara-distillers-limited-ddl-csr
South Pacific 12 Year Old 2004,Fiji,Aged,NA,1,https://www.rumratings.com/brands/5902-south-pacific-12-year-old-2004
Key West Chef's distilled green coconut rum,USA,Light,NA,1,https://www.rumratings.com/brands/5873-key-west-chef-s-distilled-green-coconut-rum
West Indies Rum and Cane West Indies rum French XO,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/4121-west-indies-rum-and-cane-west-indies-rum-french-xo
La Maison du Whisky tcrl grande terre 1998,France,Aged,NA,1,https://www.rumratings.com/brands/5375-la-maison-du-whisky-tcrl-grande-terre-1998
Ron de Jeremy Spiced Hardcore Edition,Panama,Spiced,NA,1,https://www.rumratings.com/brands/5797-ron-de-jeremy-spiced-hardcore-edition
Isla Ñ Dulce De Leche Cream,Argentina,Flavored,NA,1,https://www.rumratings.com/brands/460-isla-n-dulce-de-leche-cream
La Maison du Whisky Transcontinental Worthy Park 2006,France,Aged,NA,1,https://www.rumratings.com/brands/5831-la-maison-du-whisky-transcontinental-worthy-park-2006
Berry Bros. & Rudd Grenada 8 year,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/5799-berry-bros-rudd-grenada-8-year
Dupuy Barceló Columbus Anejo,Dominican Republic,Gold,NA,1,https://www.rumratings.com/brands/5993-dupuy-barcelo-columbus-anejo
Portorico Portorico 60,Hungary,n/a,NA,1,https://www.rumratings.com/brands/5680-portorico-portorico-60
Laslov Group Envy,Mexico,Light,NA,1,https://www.rumratings.com/brands/4331-laslov-group-envy
Debonaire 8-Year,Panama,Gold,NA,1,https://www.rumratings.com/brands/1643-debonaire-8-year
Compagnie des Indes Guyana 2003 12-Year,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5979-compagnie-des-indes-guyana-2003-12-year
Ron Santa Cruz Oro,Canary Islands,Gold,NA,1,https://www.rumratings.com/brands/2386-ron-santa-cruz-oro
Alambic Classique Collection Caroni 1999-2015 - 16 YO - Cask 15706 - Trinidad,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5383-alambic-classique-collection-caroni-1999-2015-16-yo-cask-15706-trinidad
Oliver & Oliver Presidente Marti Anejo,Dominican Republic,Aged,NA,1,https://www.rumratings.com/brands/5715-oliver-oliver-presidente-marti-anejo
"Liquid Treasure Nicaragua 16-Year 200-2016 53,9% Sessions n°2",Germany,Aged,NA,1,https://www.rumratings.com/brands/5441-liquid-treasure-nicaragua-16-year-200-2016-53-9-sessions-n-2
"Savanna 2002-2011 ""Intense - Rhum Traditionnel Vieux"" - Cask 973",Reunion,Aged,NA,1,https://www.rumratings.com/brands/5412-savanna-2002-2011-intense-rhum-traditionnel-vieux-cask-973
Xtabentun Huana,Mexico,Flavored,NA,1,https://www.rumratings.com/brands/3540-xtabentun-huana
Damoiseau Rhum Vieux Rhum,Guadeloupe,Rhum Agricole,NA,1,https://www.rumratings.com/brands/4288-damoiseau-rhum-vieux-rhum
1423 Panama 12-Year,Panama,Aged,NA,1,https://www.rumratings.com/brands/1526-1423-panama-12-year
HSE 2004 Small Cask,Martinique,Aged,NA,1,https://www.rumratings.com/brands/2365-hse-2004-small-cask
St. Aubin Coffee,Mauritius,Flavored,NA,1,https://www.rumratings.com/brands/1775-st-aubin-coffee
J. Bally 1997 Rhum,Martinique,Rhum Agricole,NA,1,https://www.rumratings.com/brands/1241-j-bally-1997-rhum
Taildragger After Dark,USA,Dark,NA,1,https://www.rumratings.com/brands/3769-taildragger-after-dark
J. Bally 1998 Rhum,Martinique,Rhum Agricole,NA,1,https://www.rumratings.com/brands/1214-j-bally-1998-rhum
Habitation Velier Forsyths White Wpe (bottled 2017),Italy,Overproof,NA,1,https://www.rumratings.com/brands/6264-habitation-velier-forsyths-white-wpe-bottled-2017
Tall Tale Spirits Noxx & Dunn,USA,Aged,NA,1,https://www.rumratings.com/brands/5287-tall-tale-spirits-noxx-dunn
Avua Still Strength Cachaca,Brazil,Cachaca,NA,1,https://www.rumratings.com/brands/6072-avua-still-strength-cachaca
