review_id,header,review,date,reviewer,location,rev_n_ratings,rating,brand_base_urls,name,country,category,price,n_ratings
43835,A misleading greatness,"First things first: I have a sweet tooth.  This rum is too sweet.  It is also delicious and anyone who says otherwise is a snooty liar! Are we good? Cool. On to the review:I was expecting this to be good, but I was not at all expecting what I got.  I am not disappointed however. I was ready for this rum to remind me of summer days one the beach, but instead, I'm getting what I can only describe as ""winter camping.""  The nose starts off with an assault of brown sugar and butterscotch, but after giving it time, it slowly opens up to reveal mint, smoke, evergreen needles and stone, and something that just strikes me as ""cold.""  Entry is the smoothest I've encountered, thanks surely to the massive, undeniable sugar content.  The palette offers rich vanilla, caramel, and campfire, along with faint undertones of spearmint and marshmallow.  On the finish you get chocolate wafer, charred wood, brown sugar and tree sap, all accompanied by a comforting warmth that spreads throughout your chest.Whether you want a winter mood-setter, or a summer time-warp, this rum is an absolute treat year-round!!",2017-12-20,"""Samuel Brunello""",United States,64,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
43480,All time favorite,"The Diplomatico Exclusiva Reserva has a delicious and inviting bouquet. The aromas coming from the glass are rich and luxurious. There is a whiff of caramel with  accents of cinnamon, allspice, nutmeg and walnuts. Some oak noted from the barrel aging lies alongside the other scents and smells.SWEET but naturally sweet..There is a nice underlying nuttiness (walnuts and hazelnuts), some sweet caramel and some very delicious spices (vanilla, cinnamon, nutmeg, and brown sugar). As the glass breathes, The richness of the rum builds and I taste even more brown sugar and cinnamon with butter.This a remarkable rum at any price. I’ve been sampling and experimenting with different rum for the past six months and this is absolutely my favorite out of the 30+ that I’ve tried .",2017-12-16,M,United States,30,10,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
42623,Sweeetttt!,"As a rum it's a 6, as a liquor it's a 7.Sugar test - 41 grams.",2017-12-01,nomad,United States,120,5,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
41859,Too sweet for me,A Venezuelan friend introduced me to Diplomatico in Mexico City.  My Brother had Diplomatico Reserva Exclusiva at his wedding reception. Way too sweet for me! Cloying. Cacique on the other hand is a fine Venezulan Rum.,2017-11-13,Tjack,United States,20,4,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
41532,"Good ,but too sweet and overated","In general this rum is good and  smooth good sipper. For its sweetnes and price it got not enough full body taste. Since its sweet and well known rum it tend to be overrated - yes there are better rums for its price.Aroma: Sweetness dominates , then kinda fruityTaste: Nice and smooth in begginnig due to its sweetness, little fruity then nothing big.Compared to:Pampero anniverasario: Pampero is cheaper, in taste its more full but less sweet.Plantation 20yo anni.: For little more money you got much more in taste and aroma, plantation is little less sweet aswell",2017-11-03,Luke G,Czech Republic,4,6,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
41451,Just not for me,"I was excited to try a dram as seing a lot of popularity over this one.Very very, sweet aroma. Taste wise the flavour to me was strong amounts of honey.",2017-11-02,Mr Prickle,United Kingdom,9,3,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
39742,Beautiful but just a little too sweet,"This is delicious and I would use it to get people into rum. It's incredibly smooth. But after a while and after you've experienced enough rums you may start to find this just a bit too sweet and you may even wonder, did they put some extra sugar in here?",2017-09-18,boyblueau,Australia,41,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
37951,Way to sweet,"As the title. Heavy vanilla. Thick siropy mouthfeel. Very very smooth but not suprising with the large amount of sugar added. Marketing got it wrong here. I think they forgot to add the word ""liqueur"" on the label.",2017-08-06,Mr.B,United Kingdom,68,4,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
37325,Sweet with overpowering vanilla,"I am surprised by the high average mark, but from the top:Nice bottle, decent price.Nose: sweet caramel and vanilla, lots of vanillaMouth: Dominated by vanilla, an amount that cannot come from a bourbon cask alone. Sweet figs somwhere in there. Very smooth.Finish: gentle, almost no burn.While I like a decent demerara rum like Zacapa and El Dorado this is way over the top for me. The vanilla kills the other aromas and feels artificial.",2017-07-22,Hans-Durstig,United Kingdom,31,4,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
37199,Syrup,"Wow. I knew it was going to be sweet, but I didn't realize just how sweet.As others mention, there's VERY little bite, and only mild warmth on the finish hinting that this is actually a spirit. That's not a good sign. This stuff is basically spiked sugar syrup, and little else. The more complex flavors are almost totally masked by the sweetness.After sitting in the glass for 15 minutes, the nose congealed into the focused smell of vanilla frosting. I don't think I could tell the two apart.I couldn't finish my glass. Ice wouldn't help, and Coke has gobs of sugar already. I imagine this could make a killer Daiquiri... rum, lime, and no sugar. Still, I see this strictly as a mixer.As even ""Flawed with a glimmer of hope"" seems generous, I have no reservation in awarding this my lowest rating to-date. And this is just a wild guess, but I think the imaginary un-sugared version would be still be only a 6. Too bad they have no incentive to change...",2017-07-19,piratejabez,United States,229,4,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
36890,Sweet and mellow!,"Tried a bottled of this, pretty sweet, but a good starter rum for sipping. I think the Ron Zacapa 23 was a little more balanced, but their both solid choices for sweetened sipping rums.",2017-07-10,Cameron,United States,20,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
34509,My favorit Rom,"I love the flavor and that it has a gentle burn. First time I tasted it was on Crete, where I asked the bartender for his best sipping rom, and he came with the cheapest one. Not because of the price, but the rich taste, it has since been a part of my collection at home",2017-05-07,Buster Nissen,Denmark,1,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
33289,Another perfest Rum!,Very good and tastes even better with some dark chocolate!,2017-04-10,Lars Ivarius,Sweden,7,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
33276,Great sipping rum,"Diplomatico Reserva exclusiva was my first rum, still my favourite. On the other hand a lot of added sugar and higher price compared to.similar sweet rums.",2017-04-10,Jiri,Czech Republic,14,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
32540,Sweet and inexpensive,"This is a sweet and inexpensive rum. It will please just about everyone looking for a mellow sipper. What it lacks in the complexity that its older brothers, the single vintage expressions has, it makes up for in its low price. It becomes a little to syrup-like after the first glass.",2017-03-21,Fredrik,Denmark,50,6,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
32025,Excellent!,That rhum was tasty and very smooth. One of my best rhum!,2017-03-12,Mathieu,Canada,4,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
31482,Doux et Sucré - très caramélisé / boisé / Brun,"Doux et Sucré - très caramélisé !On adore ou on déteste le coté sirop, a vous de voir !",2017-02-28,TARIL,France,25,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
31376,"8,0",Super god - får sgwm af banen som noget af det første - meget lidt drikkelig,2017-02-26,Jesper Frandsen,Denmark,50,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
31297,Tough to grade,"9/10 for the complex wonderful aroma, 6/10 for almost liqueur-like sweetness. Altogether, 7.5/10 would be fitting. If they dropped the amount of added sugar from 40g/l to 20g/l it would have been perfect, possibly better than Zacapa 23 Solera. As it is it's too sweet. I really enjoy it poured into a snifter glass, as if it was a good cognac, and just smell it for a while. One workaround for the sweetness is to mix it 50/50 with Mount Gay XO. The resulting rum is simply perfect.",2017-02-24,Matagalpa,Israel,8,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
31096,Taste of Venezuela,This one is very smooth and sweet tasting rum with nice fruits and spices aroma.,2017-02-20,sulohanuri,Finland,25,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
31019,Nice buy,Another must have in my cabinet. Great value for money.,2017-02-19,Claus Kæmpe Andersen,Denmark,3,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
30985,Good one,"Tasty even for sipping, but for me its little bit overrated. On the other hand, for given price best rum there is.",2017-02-19,Martin,Slovakia,41,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
30974,My go to when introducing friends to rum,"Quit smooth moderately sweet, caramel but more. There is a definite complexity there but subtle.. outstanding sipper for the price.",2017-02-19,Gerin Choiniere,United States,5,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
30952,excellent taster,"I have tried Diplomatico two or three times and have always been satisfied, very easy drinking on a rock.",2017-02-18,Pauf,United States,10,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
30949,Et sikkert hit,"Rommen alle kan lide, og som man endda kan servere til dem, der ikke er helt så meget til rom.",2017-02-18,Micko Villo,Denmark,2,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
30405,All bark and NO bite,"The Nose, for me, was a little oaky and balsamic vinegar. The initial split second it hits your mouth you taste all this opportunity for greatness, it just never achieved it.It also has this Zaya like tone, there's this greasy finish with hints of artificial flavoring.The lack of ethanol burn on the nose and tongue have caused a problem for me.All the other flavors are now muted and dull. I would like this more if it had an Appleton or El Dorado 12 bite.On the other hand, if you are new to Rum, this makes a great intro into Sipping. Your gf or grandma could drink this.After drinkinking more rum I found this unbearable.",2017-02-09,michael,United States,36,5,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
30402,Even my wife loves this one!,"Sweet - sweeter - reserva exclusiva!Treat a person who never tasted Rum before and simply lay back and watch the expression on her/his face...You just made another Rum lover!All time favorite, unbeatable value for price. Use only peel of orange and an ice cube.",2017-02-08,DiNiko,Greece,36,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
26758,"If only they could ""Exclusiva"" the sugar","Modest, quite light, some smokey notes develop when let to breathe for a while.Very liqueur like, sweet to the point of being distracting. Getting close to a ready-made old fashioned, almost needs water... The most well known offender of added sugar in rum, 40g/l(?).Altogether its still a good rum, It does best as an unassuming evening sip.However, I deduct a few points for the damage it, and other rums like it, have done to the the image of rum. Unlabeled additives prevent an otherwise top tier spirit from the recognition it deserves.",2016-12-02,Mathieu,Canada,48,5,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
26430,Aj pre ženy,"Tento veľmi kvalitný ""dezertny"" rum s lahodnou a sladkou chuťou je vhodný a hlavne obľúbený aj u žien. Pre mňa až trochu prisladka chuť, vôňa  ktorá oponuje ženám trochu u mňa zráža hodnotenie jedného z najkvalitnejších rumov v danej kategórii. Preto hodnotím 8.",2016-11-24,Visna,Slovakia,6,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
26375,I am in heaven!,"Such a complexity and brilliance...Oh Lord! If a Little Bit less sweet, I would build it a Tempel. But still the best Rum for this price. Eating 5 Star Rums high price rums for breakfest. Go Diplomatico, Go!",2016-11-22,Matthias Lange,Germany,16,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
25574,Surfait,Facile à boire. Bourré de glycol. C'est bon à boire dans les bars quand t'es déjà carpette.  Ceux qui le notent à  10 ne connaissent rien au rhum. Définitivement le dernier de mon classement,2016-10-31,Remi,France,38,3,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
25387,Seriously ?!,"Nose : sugar, fudge, cheap rum, cough syrup.Taste : sugar, fudge, cheap rum, cough syrup. Very un-natural (who wrote about oak,  vanilla or refined aromas? Where is it ??)Finish : what ? Ah yes, some cheap candy aftertaste. And the need to drink a large glass of water after all that cloying , palate-drying sugar.Worst than I thought. Very disappointed. It is not even a good flavoured rum liqueur.This beverage dos not taste like an aged rum by any way. Everyone has the right to drink and enjoy it , I have no problem with that but please, please, stop to call it a rum !!!Nez : sucre, caramel, alcool type rhum de base pour les gâteaux, sirop pour la toux (plus précisément : broncorhinol, pour les français!)En bouche : pareil. Ecoeurant et artificiel. Qui a parlé de boisé ou de vanille, ils sont passés où ???Final : arrière goût bizarre comme après un bonbon. Envie immédiate de boire un grand verre d'eau après tout ce sucre écœurant.C'est bien pire que ce qu'on m'avait décrit. Une mauvaise blague, à peine un rhum arrangé, on pourrait peut être appeler ça ""liqueur à base de rhum"" ?Cette boisson n'a en aucune manière le moindre point commun avec un vieux rhum. Chacun a le droit d'aimer ça, aucun problème... mais s'il vous plait arrêtez de dire que vous aimez le rhum, ça n'en est pas.",2016-10-27,laurent,France,24,2,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
25228,"My ""go to"" bottle, the reference","This was my first sipper and is from that day my reference. If a bottle is better then this then it gets in to the cabinet, if not better than it's not worth it.Classic!",2016-10-23,Lezizmo,Belgium,33,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
24562,Very good compromise,Incredible rum for this price. Realy amazing 12 years elixir. At least as good as one twice older. the best compromise price/ taste that i ever seen. However too much syrop taste to be in my top 3.,2016-10-06,inupiko,France,15,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
24085,Divine,Delicate flavour lovely chocolate taste afterwards amazingly sweet on the rocks to mix with any mixer would be sacrilege,2016-09-21,Kieron wood,United Kingdom,273,10,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
23503,Added sugar but I don't care since it's so good,"Yes, the Diplomatico has a ton of sugar added to it but unlike some other rums that follow this practice but don't end up tasting nearly as good (I'm looking at you Zaya Gran Reserva!) for this rum it not only works but works very well. Everything from the nose (with hints of caramel and vanilla) to the lingering after taste is so smooth and tasty that I can't stop drinking it. I really wish I could give this a 7.5 because I don't think it deserves an 8. For the price you really can't go wrong.",2016-09-02,Russ,United States,26,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
23374,Nice rum,My first rum - love it - it must always be in my cabinet AS long as I live😎,2016-08-30,Andy,Denmark,6,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
22906,Best so far,Since im a noob and it is only the 3rd brand i have tryed i will keep it short . way better then zaya. This is my new go to for sipping .,2016-08-16,David,United States,7,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
22072,Very solid rum,"Excellent rum, not too sweet. Good value for money",2016-07-20,Thomas,Germany,10,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
21906,Boss among rums,"Although I am not an expert on rums, and I did not drank any of the high quality ones, I still want to say that this one is really something divine to the senses. It is rich both in smell and taste. It has a combination of fruit and vanilla type of scent and flavor, combined with a truly pleasant color. I was afraid to try it with coke how good it was straight.",2016-07-15,W1tchfind3r,Croatia,6,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
21675,Great smell and taste,"For now still the best rum I've tasted. It has a smooth sweet taste. Caramel, chocolate, vanilla, it's all there. Only smelling it is already a great experience. After this you can taste what you smelled, there's hardly any difference. Pricing is very well for such a nice rum.",2016-07-10,Olaf,Netherlands,43,10,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
21636,Go to Sipper,"Incredibly smooth palate, with dates, leather and baking spices on the nose. Great sipping or on the rocks, not expensive for a sipper.",2016-07-09,dl3000,United States,7,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
21604,Sweet and heavy,"Very sweet and full of flavour, especially current. Also some vanilla and honey. Reminds me of liqueur and imho too sweet for a better rating.",2016-07-07,Makhao,Thailand,15,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
20714,La définition de commercial ...,"Très, voir très sucré.... Tellement que ça lui enlève toute personnalité. Insignifiant, sans couleur, sans charactère... Un produit tout de même bien fait, mais fait pour vendre en masse. Je n'ai jamais compris le hype autour de se produit..",2016-06-02,Marc-André,Canada,29,6,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
20173,Nice and sweet,I like this rum. It's smooth and sweet with a taste of toffee. Gives me a good mood :-),2016-05-12,Rontsen,Germany,4,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
20126,Great choice,This rum was a great surprise - actually didn„t like dark rum till this one.,2016-05-10,Mihai,Romania,4,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
20113,Birthday treat,A lovely rum with a buttery caramel flavour.  Very smooth and not to be ruined by mixing with coke or something similar.  Doesn't even need an ice cube to help it out.   Great value.,2016-05-09,Mike,United Kingdom,5,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
19823,Preis leisung einer der besten,Für jemand der noch nie rum getruncken hat ist dieser rum der absolut bester .Fruchtig ohne zuviel zu sein .Einfach nur top,2016-04-28,CHARLES NOCKELS,Luxembourg,5,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
19674,Sweet rum,"Very good rum for begginer, very sweet.The first word was ""MAGIC"" the first time I drank this rum !",2016-04-26,JU04,France,39,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
19598,One of the best,One of the best sipping runs around and at under $50 is on par with a Zacapa XO if not better.,2016-04-25,Kent C,Canada,2,10,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
19549,"Not for me, reminds me of Jagermeister","Not as dramatic as the title, but just doesn't work with my taste at all. Not a fan.",2016-04-24,Pete,United States,12,3,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
19514,The go-to,The gold standard by which I compare all other sipping rums. A must-try,2016-04-22,Alex,United States,2,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
19204,Best of Venezuela...so far,"I've really enjoyed - and reviewed here - the lesser Diplomatico rums (Reserva and Anejo). For some reason I've waited a long time to step up to the Exclusiva, but now that I'm here I'm not disappointed.  At this level, the heavy pot-still component (a full 80%) dominates, especially given its long aging, and lovers of such rums should be ecstatic.  However, the column-still component brings this rum back to Earth, keeping it, I think, out of ""Robert Parker"" territory (meaning too much stress on the viscous, chewy, woody overtones at the expense of subtlety).  There's plenty of sweetness (perhaps too much for the whiskey drinkers out there) but delicious flavor complexity added by the oak, and a wonderful heady aroma, to boot.  And the color - divine!I'd strongly encourage anyone to try a vertical tasting of these core Diplomatico products. That's a great way to understand the taste implications of Diplomatico's precise blending and aging strategy. Like its siblings, the Exclusiva is a top-flight sipping rum, and a tremendous value to boot. Highly recommended.",2016-04-14,shelteredexistence,United States,51,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
18657,Sweet and smooth,"This beauty is actually the bottle that introduced me to the rum world some four years ago, and I lost my rum virginity to it. I never regretted since the first sip. An excellent choice for a beginneer, tasty, sweet and colourful. I've found some since, that I personally prefer more, but Diplomático Reserva Exclusiva is still fairly close to perfection, and my cabinet wouldn't be complete without it.",2016-03-31,Daniel Suk,Czech Republic,3,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
18511,Nice rum,It is very good before a little nap! Wen you will wake up you will be another men :),2016-03-27,Octavian,Romania,14,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
18440,Not too shabby,A good rum with some initial bite when drinking straight up.,2016-03-25,Derek Nelson,United States,10,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
18128,Good rum,Realy good taste. You should try it. Don't suit everyone but I like it.,2016-03-17,John Smith,Canada,30,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
18098,Oh my god,"I'm a dark rum drinker for about a year, butt mostly bacardi and Havana or matusalem so a friend of my also a fine taster on this ratings app, and he recommended this rum and my tongue loved the tast of this rum. My fist real good rum!",2016-03-15,Richard,Netherlands,1,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
17938,Une bonne base,Une bonne entrée en matière pour qui veut découvrir le(s) rhum(s),2016-03-10,ziegelmeyer,France,10,6,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
17830,Diplomatico Reserva Exclusiva,"First taste is a smooth smokey/oakey flavour, then once you swallow you get a hit of warmth and rich flavour. Lovely aged rum.",2016-03-07,Chris L,United Kingdom,77,10,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
17708,Exclusiva,"Carmel, smoke and a little on the sweet side. Great neat.",2016-03-04,Edward Martens,Canada,28,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
17442,Delish!!,Smooth sweet rum... just spank my butt and call me Sally.  Excellent both neat or on the rocks.. well worth the money spent.,2016-02-26,Chet,United States,119,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
17316,hmmmm,Un bon gout de caramel.... sur glace seulement.....,2016-02-21,Pat Bou,Canada,87,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
17139,Great sweet aged rum,"Very sweet and yet has a lot going with complexity. Sweet up front to the point you think that's all you're getting, but surprisingly you don't get to know it until about 5-10 seconds later. However, I feel it is not that outmatched by the cheaper Zaya.",2016-02-16,Rumpelstiltskin,United States,33,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
16730,Lovely,"Full of flavor, very tasty, very nice touch of wood, very good rum.",2016-02-05,xavier,United States,17,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
16540,Very easy to like,Nice aroma and nice balance. The taste of caramel and vanilla is very noticeable. ,2016-01-30,Christoffer Sandberg,Sweden,4,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
16528,Delicious Rum,Diplomatico has a wonderful flavor - very smooth and a rum I would recommend,2016-01-30,Greg Willis,United States,6,8,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
16325,Excellent sweet rum,"This is the first sipping rum I ever tasted. I enjoy it neat in a cognac glass or in single malt glass. I love the dark colour and the sweet caramel aroma.I really liked it from the beginning, but didn't think it was that sweet until I tried the El Dorado 15, which is definitely more of an acquired taste. I guess that's why they call itAll in all an excellent ""beginner"" rum that I will definitely buy again as I'm already out of it!",2016-01-26,Fabien,Canada,3,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
16273,"So smooth, so sweet, so good!","Smell: fruity, sweet and with a touch of vanilia.The taste is almost as caramel cream with vanilia.Leaves you with pleasent warm aftertaste.",2016-01-24,Tobias,Denmark,22,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
15738,Yaarrrrr,Roundess at its best. Excellent mix of vintage Diplomatico. Very sweet feeling that makes it too easy to drink...,2016-01-15,Nicoakr,France,91,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
15235,Best yet,"Can I give this a 10+? Diplomatico Reserva Exclusiva is, simply put, just plain amazing. Rich and while very sweet (caramel and brown-sugar, some butter), it's not without some oak character to give it a slightly smoky bite, too, so it's a well-rounded rum - you can't go wrong with this. Straight-up or maybe on a little ice ( one cube only, maximum! ) but just way too good to waste on mix. Simply a must-have for any rum aficionado.",2016-01-05,craig72,Canada,40,10,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
14851,Konens favorit,"Min debutrom. Dejlig duft, fantastisk rund og sød smag. Hænger dejligt i munden. Konens favorit. Er genkøbt. Fantastisk til prisen.",2015-12-30,Niels Kaas,Denmark,43,9,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
14425,"Good, for a cheap one","For a cheap rum, this is pretty ok stuff. Not very distinct, but for a sipping rum it's fine. ",2015-12-24,Jacob Saaby Nielsen,Denmark,20,7,https://www.rumratings.com/brands/316-diplomatico-reserva-exclusiva,Diplomatico Reserva Exclusiva,Venezuela,Aged,36.78,1440
